"pais","provincia","municipio","ciudad"
"ARGENTINA","SAN_LUIS","SAN_LUIS_CAPITAL","ZANJITAS_"
"ARGENTINA","MENDOZA","SAN_RAFAEL_","LA_LLAVE"
"ARGENTINA","SANTA_FE","LAS_COLONIAS","SAN_CARLOS_SUD"
"ARGENTINA","CHACO","BERMEJO","PUERTO_BERMEJO_"
"VENEZUELA","ARAGUA","SIN_INFORMAR","SIN_INFORMAR"
"ARGENTINA","TUCUMAN","TAFí_DEL_VALLE","EL_MOLLAR"
"ARGENTINA","BUENOS_AIRES","VILLA_GESELL","MAR_AZUL"
"ARGENTINA","BUENOS_AIRES","CARLOS_TEJEDOR","TRES_ALGARROBOS"
"ARGENTINA","NEUQUEN","PICUNCHES","SIN_INFORMAR"
"ARGENTINA","BUENOS_AIRES","SALTO","INéS_INDART"
"ARGENTINA","BUENOS_AIRES","TRES_LOMAS","SIN_INFORMAR"
"ARGENTINA","BUENOS_AIRES","TORNQUIST","TRES_PICOS"
"ESPAÑA","FORMENTERA","FORMENTERA","SIN_INFORMAR"
"ARGENTINA","SAN_LUIS","LIBERTADOR_GENERAL_SAN_MARTíN_","POTRERILLO_"
"ARGENTINA","CORRIENTES","MONTE_CASEROS","PARADA_LABOUGLE"
"ARGENTINA","CORDOBA","RíO_SECO","CHAñAR_VIEJO"
"ARGENTINA","ENTRE_RIOS","URUGUAY","LAS_MOSCAS_"
"ARGENTINA","CORDOBA","PUNILLA","TALA_HUASI"
"BRASIL","SAO_PAULO","SãO_CARLOS","SIN_INFORMAR"
"MEXICO","HIDALGO","PACHUCA_DE_SOTO","SIN_INFORMAR"
"ARGENTINA","BUENOS_AIRES","CARLOS_CASARES","CADRET"
"ARGENTINA","SANTA_FE","LAS_COLONIAS","EMPALME_SAN_CARLOS"
"ARGENTINA","SALTA","LA_VIñA","AMPASCACHI_"
"ARGENTINA","BUENOS_AIRES","AYACUCHO","SIN_INFORMAR"
"ARGENTINA","SAN_LUIS","GENERAL_PEDERNERA_","PEDERNERA_"
"ARGENTINA","LA_RIOJA","SAN_BLAS_DE_LOS_SAUCES","SURIYACO_"
"ARGENTINA","BUENOS_AIRES","CORONEL_SUáREZ","PIñEYRO"
"ESPAÑA","BARCELONA","RUBI","SIN_INFORMAR"
"ESLOVENIA","MENGES","SIN_INFORMAR","SIN_INFORMAR"
"PERU","CUSCO","SIN_INFORMAR","SIN_INFORMAR"
"ARGENTINA","ENTRE_RIOS","FEDERACIóN","COLONIA_TUNAS_"
"ESPAÑA","GUIPUZCOA","URNIETA","SIN_INFORMAR"
"ESPAÑA","LEON","RIAÑO","SIN_INFORMAR"
"ARGENTINA","SANTA_FE","LAS_COLONIAS","O'HIGGINS"
"ESPAÑA","ALBACETE","BOGARRA","SIN_INFORMAR"
"ESPAÑA","LA_CORUÑA","OUTES","SIN_INFORMAR"
"ESPAÑA","MALAGA","CASARES","SIN_INFORMAR"
"ARGENTINA","SAN_LUIS","AYACUCHO_","BALDE_DE_AZCURRA_"
"FINLANDIA","SOUTHERN_FINLAND","SIN_INFORMAR","SIN_INFORMAR"
"ESPAÑA","BARCELONA","PONT_DE_VILOMARA_I_ROCAFORT","SIN_INFORMAR"
"Paises_Bajos","UTRECHT","SIN_INFORMAR","SIN_INFORMAR"
"CHILE","ANTOFAGASTA","TOCOPILLA","MARíA_ELENA"
"REPUBLICA_POPULAR_CHINA","CHONGQING","SIN_INFORMAR","SIN_INFORMAR"
"MARTINIQUE","MARTINIQUE_DEPARTEMENT","SIN_INFORMAR","SIN_INFORMAR"
"LIBANO","LIBAN-NORD","CAZA_KOURA","AMIOUN"
"ARGENTINA","SAN_LUIS","DUPUY","LOS_OVEROS_"
"ESPAÑA","TOLEDO","BOROX","SIN_INFORMAR"
"ESPAÑA","CASTELLON","SANT_JOAN_DE_MORÓ","SIN_INFORMAR"
"ESPAÑA","ALAVA","BERNEDO","SIN_INFORMAR"
"ESPAÑA","VALENCIA","FONT_D´EN_CARROS__LA","SIN_INFORMAR"
"ARGENTINA","NEUQUEN","LONCOPUé","ARROYO_FEO"
"BRASIL","RIO_GRANDE_DO_SUL","PASSO_FUNDO","PASSO_FUNDO"
"ESPAÑA","TARRAGONA","BONASTRE","SIN_INFORMAR"
"MEXICO","MEXICO","COYOTEPEC","SIN_INFORMAR"
"BRASIL","MINAS_GERAIS","GOVERNADOR_VALADARES","SIN_INFORMAR"
"ESPAÑA","VALENCIA","GILET","SIN_INFORMAR"
"MALASIA","MELAKA","SIN_INFORMAR","SIN_INFORMAR"
"ESPAÑA","SEVILLA","GELVES","SIN_INFORMAR"
"ESPAÑA","TOLEDO","BELVIS_DE_LA_JARA","SIN_INFORMAR"
"ESPAÑA","BURGOS","VALLE_DE_LAS_NAVAS","SIN_INFORMAR"
"ESPAÑA","MADRID","VALVERDE_DE_ALCALA","SIN_INFORMAR"
" ","CORDOBA","CALAMUCHITA","RIO DE LOS SAUCES"
"MEXICO","JALISCO","SAN_JUAN_DE_LOS_LAGOS","SIN_INFORMAR"
"ESPAÑA","PONTEVEDRA","PONTE_CALDELAS","SIN_INFORMAR"
"CHILE","BIO-BIO","ARAUCO","ARAUCO"
"ESPAÑA","TOLEDO","NAVAHERMOSA","SIN_INFORMAR"
"TAILANDIA","CHIANG_RAI","SIN_INFORMAR","SIN_INFORMAR"
"ARGENTINA","SANTA_FE","SAN_JAVIER","SAN_JAVIER"
"ARGENTINA","CORDOBA","RíO_CUARTO","CORONEL_MOLDES"
"ARGENTINA","RIO_NEGRO","PICHI_MAHUIDA","RíO_COLORADO_"
"ARGENTINA","CHUBUT","PASO_DE_INDIOS","PASO_DE_INDIOS_"
"ARGENTINA","MENDOZA","LAS_HERAS","LA_CIENEGUITA"
"ESPAÑA","TENERIFE","SIN_INFORMAR","SIN_INFORMAR"
"ARGENTINA","SANTA_FE","CASTELLANOS","ANGéLICA"
"ARGENTINA","CORRIENTES","GOYA","PAGO_REDONDO"
"ARGENTINA","LA_RIOJA","SANAGASTA","VILLA_SANAGASTA_"
"ARGENTINA","SANTA_FE","LAS_COLONIAS","SAN_MARIANO"
"ARGENTINA","TUCUMAN","SIMOCA","BUENA_VISTA"
"ARGENTINA","SAN_JUAN","JáCHAL","SIN_INFORMAR"
"ARGENTINA","SAN_JUAN","SARMIENTO","LAS_LAGUNAS_"
"ARGENTINA","BUENOS_AIRES","SAN_ANTONIO_DE_ARECO","SIN_INFORMAR"
"ARGENTINA","SANTIAGO_DEL_ESTERO","SAN_MARTíN","SIN_INFORMAR"
"ESTADOS_UNIDOS","SOUTH_CAROLINA","SIN_INFORMAR","SIN_INFORMAR"
"ARGENTINA","BUENOS_AIRES","VEINTICINCO_DE_MAYO","VALDéS"
"CHILE","REGION_METROPOLITANA","SANTIAGO","ÑUñOA"
"ESPAÑA","CASTELLON","VILLARREAL/VILA_REAL","SIN_INFORMAR"
"ARGENTINA","BUENOS_AIRES","PUNTA_INDIO","SIN_INFORMAR"
"ARGENTINA","CATAMARCA","EL_ALTO","TAPSO_"
"ARGENTINA","SALTA","CHICOANA","SIN_INFORMAR"
"ARGENTINA","JUJUY","VALLE_GRANDE","PAMPICHUELA_"
"ARGENTINA","LA_RIOJA","ROSARIO_VERA_PEñALOZA","LAS_TOSCAS_"
"ARGENTINA","RIO_NEGRO","BARILOCHE","SIN_INFORMAR"
"ARGENTINA","LA_RIOJA","FAMATINA","ALTO_CARRIZAL_"
"ARGENTINA","CORDOBA","SANTA_MARíA","LA_RANCHERITA"
"ARGENTINA","SAN_JUAN","CAUCETE","PIE_DE_PALO_"
"ARGENTINA","SANTIAGO_DEL_ESTERO","QUEBRACHOS","SUMAMPA_VIEJO"
"ARGENTINA","BUENOS_AIRES","CARLOS_CASARES","ORDOQUI"
"ARGENTINA","CATAMARCA","AMBATO","LAS_JUNTAS_"
"ARGENTINA","ENTRE_RIOS","PARANá","PASO_DE_LAS_PIEDRAS_"
"ARGENTINA","LA_PAMPA","LIMAY_MAHUIDA","LA_REFORMA_"
"ESPAÑA","GUADALAJARA","GUADALAJARA","SIN_INFORMAR"
"ARGENTINA","LA_RIOJA","VINCHINA","JAGüé_"
"ARGENTINA","BUENOS_AIRES","ITUZAINGó","LAS_NACIONES"
"ARGENTINA","ENTRE_RIOS","LA_PAZ","GENERAL_MOSCONI"
"ARGENTINA","BUENOS_AIRES","PUNTA_INDIO","LAS_TAHONAS"
"ARGENTINA","CORRIENTES","SANTO_TOMé","SIN_INFORMAR"
"ARGENTINA","NEUQUEN","LOS_LAGOS","PASO_COIHUE_"
"ESPAÑA","ASTURIAS","VILLAVICIOSA","SIN_INFORMAR"
"ESPAÑA","MENORCA","SIN_INFORMAR","SIN_INFORMAR"
"REINO_UNIDO","WILTSHIRE","SIN_INFORMAR","SIN_INFORMAR"
"BRASIL","SANTA_CATARINA","BLUMENAU","SIN_INFORMAR"
"ARGENTINA","SAN_LUIS","BELGRANO_","LOS_RAMBLONES_"
"ESPAÑA","ZAMORA","BENAVENTE","SIN_INFORMAR"
"ARGENTINA","LA_PAMPA","ATREUCó","SIN_INFORMAR"
"FRANCIA","BASSE-NORMANDIE","SIN_INFORMAR","SIN_INFORMAR"
"ESPAÑA","ALMERIA","NIJAR","SIN_INFORMAR"
"ARGENTINA","BUENOS_AIRES","CHASCOMúS","BARRIO_PARQUE_GIRADO"
"ARGENTINA","CIUDAD_DE_BUENOS_AIRES","LA_PLATA","LA_PLATA"
"ARGENTINA","SALTA","RIVADAVIA","SAN_MIGUEL_"
"TURQUIA","IZMIR","SIN_INFORMAR","SIN_INFORMAR"
"REINO_UNIDO","SOMERSET","SIN_INFORMAR","SIN_INFORMAR"
"ARGENTINA","CIUDAD_DE_BUENOS_AIRES","MERCEDES","MERCEDES"
"BOLIVIA","POTOSI","RAFAEL_BUSTILLO","LLALLAGUA"
"ARGENTINA","SANTA_CRUZ","RíO_CHICO","SIN_INFORMAR"
"ESPAÑA","TERUEL","MORA_DE_RUBIELOS","SIN_INFORMAR"
"ESPAÑA","GIRONA","TORROELLA_DE_FLUVIA","SIN_INFORMAR"
"ARGENTINA","RIO_NEGRO","EL_CUY","PASO_CóRDOBA_"
"ESPAÑA","MADRID","VALDEAVERO","SIN_INFORMAR"
"ESPAÑA","SEVILLA","CUERVO_DE_SEVILLA__EL","SIN_INFORMAR"
"ARGENTINA","CATAMARCA","LA_PAZ","EL_BARREALITO_"
"ARGENTINA","SAN_LUIS","AYACUCHO_","AGRO_CANDELARIA_"
"GRECIA","THESSALONIKI","SIN_INFORMAR","SIN_INFORMAR"
"ESPAÑA","HUELVA","ALAJAR","SIN_INFORMAR"
"HOLANDA","FRIESLAND","SIN_INFORMAR","SIN_INFORMAR"
"ESPAÑA","SEGOVIA","CANTALEJO","SIN_INFORMAR"
"CAMBOYA","PHNUM_PENH","SIN_INFORMAR","SIN_INFORMAR"
"REINO_UNIDO","POOLE","SIN_INFORMAR","SIN_INFORMAR"
"ESPAÑA","GUIPUZCOA","ZIZURKIL","SIN_INFORMAR"
"ESPAÑA","NAVARRA","LABAIEN","SIN_INFORMAR"
"ESPAÑA","CUENCA","VILLAMAYOR_DE_SANTIAGO","SIN_INFORMAR"
"ESPAÑA","LEON","VEGA_DE_VALCARCE","SIN_INFORMAR"
"ARGENTINA","MISIONES","SAN_PEDRO","SAN_PEDRO"
"ESPAÑA","VALENCIA","SAN_JUAN_DE_ENOVA","SIN_INFORMAR"
"ESPAÑA","SEVILLA","GERENA","SIN_INFORMAR"
"IRLANDA","CARLOW","SIN_INFORMAR","SIN_INFORMAR"
"BRASIL","MINAS_GERAIS","ALMENARA","RUBIM"
"LIBANO","MONT-LIBAN","CAZA_EL_METN","QONAYTRAH"
"ARGENTINA","CATAMARCA","BELéN_","EL_CORRAL"
"COSTA_DE_MARFIL","GAGNOA","SIN_INFORMAR","SIN_INFORMAR"
"ESPAÑA","CORDOBA","AGUILAR_DE_LA_FRONTERA","SIN_INFORMAR"
"ARGENTINA","TUCUMAN","ALBERTI","ALBERTI"
"CHILE","LIBERTADOR_GENERAL_BERNARDO_OHIGGINS","CACHAPOAL","LAS_CABRAS"
"ARGENTINA","BUENOS_AIRES","SAN_MIGUEL","SANTA_MARIA"
" ","CORDOBA","CALAMUCHITA","LOS REARTES"
" ","CHUBUT","ESCALANTE","COMODORO RIVADAVIA"
" ","CORDOBA","PRESIDENTE ROQUE SAENZ PEÑA","GENERAL LEVALLE"
" ","JUJUY","SAN PEDRO","SAN LUCAS"
"BRASIL","RIO_DE_JANEIRO","BARRA_DO_PIRAí","VALENçA"
"BOLIVIA","POTOSI","MODESTO_OMISTE","CASIRA"
"ESPAÑA","TOLEDO","SEGURILLA","SIN_INFORMAR"
"ESPAÑA","CUENCA","PARACUELLOS","SIN_INFORMAR"
" ","CIUDAD AUTONOMA DE BS AS","COMUNA 10","FLORESTA"
" ","CORDOBA","JUAREZ CELMAN","GENERAL DEHEZA"
"ARGENTINA","BUENOS_AIRES","LOMAS_DE_ZAMORA","LOMAS_DE_ZAMORA"
"ARGENTINA","BUENOS_AIRES","GENERAL_SAN_MARTíN","JOSé_LEóN_SUáREZ"
"ARGENTINA","JUJUY","SANTA_BáRBARA","PALMA_SOLA_"
"ARGENTINA","SANTA_FE","GENERAL_OBLIGADO","MOUSSY"
"ARGENTINA","RIO_NEGRO","AVELLANEDA","CHOELE_CHOEL_"
"ARGENTINA","CORDOBA","ISCHILíN","SIN_INFORMAR"
"ARGENTINA","CHACO","MAIPú","TRES_ISLETAS_"
"ESTADOS_UNIDOS","NEW_YORK","SIN_INFORMAR","SIN_INFORMAR"
"ARGENTINA","CORDOBA","UNIóN","MORRISON"
"ARGENTINA","BUENOS_AIRES","CARLOS_CASARES","MOCTEZUMA"
"ARGENTINA","BUENOS_AIRES","PEHUAJó","NUEVA_PLATA"
"ARGENTINA","CORDOBA","UNIóN","IDIAZáBAL"
"ARGENTINA","CORDOBA","TULUMBA","VILLA_TULUMBA"
"ARGENTINA","BUENOS_AIRES","CORONEL_SUáREZ","SANTA_TRINIDAD"
"ARGENTINA","SAN_LUIS","JUNíN_","O'HIGGINS"
"ARGENTINA","JUJUY","SANTA_BáRBARA","EL_FUERTE"
"ARGENTINA","BUENOS_AIRES","CAñUELAS","VICENTE_CASARES"
"ARGENTINA","CORDOBA","SANTA_MARíA","RAFAEL_GARCíA"
"ARGENTINA","BUENOS_AIRES","LA_COSTA","COSTA_CHICA"
"ARGENTINA","LA_PAMPA","HUCAL","BERNASCONI_"
"ARGENTINA","SANTIAGO_DEL_ESTERO","SALAVINA","RUBIA_PASO"
"ARGENTINA","MENDOZA","SAN_RAFAEL_","LAS_MALVINAS"
"ARGENTINA","CATAMARCA","BELéN_","SAN_FERNANDO"
"EMIRATOS_ARABES_UNIDOS","DUBAI","SIN_INFORMAR","SIN_INFORMAR"
"ARGENTINA","LA_RIOJA","GENERAL_ÁNGEL_V._PEñALOZA","SIERRA_DE_LOS_QUINTEROS_"
"ARGENTINA","ENTRE_RIOS","NOGOYá","DISTRITO_SAUCE_"
"BRASIL","SAO_PAULO","SãO_PAULO","SIN_INFORMAR"
"ARGENTINA","BUENOS_AIRES","MAGDALENA","SIN_INFORMAR"
"ESPAÑA","ALICANTE","TORREVIEJA","SIN_INFORMAR"
"ESPAÑA","TARRAGONA","ALDEA__L´","SIN_INFORMAR"
"ARGENTINA","CATAMARCA","EL_ALTO","COLLAGASTA_"
"ARGENTINA","SANTA_FE","CASTELLANOS","BAUER_Y_SIGER"
"ARGENTINA","ENTRE_RIOS","VILLAGUAY","ESTACIóN_RAíCES_"
"ARGENTINA","BUENOS_AIRES","SAAVEDRA","DUFAUR"
"ARGENTINA","BUENOS_AIRES","DOLORES","SIN_INFORMAR"
"DINAMARCA","SIN_INFORMAR","SIN_INFORMAR","SIN_INFORMAR"
"ARGENTINA","ENTRE_RIOS","LA_PAZ","COLONIA_OFICIAL_Nº_14_LA_CEIBA_"
"ARGENTINA","BUENOS_AIRES","MONTE_HERMOSO","BALNEARIO_SAUCE_GRANDE_"
"MEXICO","GUANAJUATO","LEóN","SIN_INFORMAR"
"ARGENTINA","BUENOS_AIRES","GENERAL_LA_MADRID","PONTAUT"
"ESPAÑA","GRANADA","ALBOLOTE","SIN_INFORMAR"
"ARGENTINA","SANTA_FE","CASTELLANOS","MAUá"
"ARGENTINA","SAN_LUIS","SAN_LUIS_CAPITAL","CAZADOR_"
"ARGENTINA","SANTIAGO_DEL_ESTERO","SAN_MARTíN","QUIMILíOJ"
"BRASIL","RIO_DE_JANEIRO","LAGOS","CABO_FRIO"
"ESPAÑA","BARCELONA","ARENYS_DE_MUNT","SIN_INFORMAR"
"ESPAÑA","MENORCA","MERCADAL__ES","SIN_INFORMAR"
"MEXICO","OAXACA","TLALIXTAC_DE_CABRERA","SIN_INFORMAR"
"KUWAIT","AL_KUWAYT","SIN_INFORMAR","SIN_INFORMAR"
"ARGENTINA","CATAMARCA","ANCASTI","LAS_MESADAS"
"ESPAÑA","BADAJOZ","SIN_INFORMAR","SIN_INFORMAR"
"ARGENTINA","JUJUY","HUMAHUACA","CASILLAS"
"BRASIL","PARANA","TELêMACO_BORBA","TELêMACO_BORBA"
"ESPAÑA","SALAMANCA","ARAPILES","SIN_INFORMAR"
"ESPAÑA","TERUEL","ALCAÑIZ","SIN_INFORMAR"
"ARGENTINA","CATAMARCA","LA_PAZ","EL_CHAñAL_"
"BRASIL","RIO_DE_JANEIRO","RIO_DE_JANEIRO","MAGé"
"ESPAÑA","LAS_PALMAS","TUINEJE","SIN_INFORMAR"
"ESPAÑA","CADIZ","ALGODONALES","SIN_INFORMAR"
"ARGENTINA","CHUBUT","ESCALANTE","PRESIDENTE_ORTIZ_KM_5_"
"ESPAÑA","GRANADA","MALAHA__LA","SIN_INFORMAR"
"ARGENTINA","SALTA","LA_CANDELARIA","EL_BRETE_"
"ESPAÑA","CIUDAD_REAL","SIN_INFORMAR","SIN_INFORMAR"
"REINO_UNIDO","ENFIELD","SIN_INFORMAR","SIN_INFORMAR"
"LIBANO","MONT-LIBAN","CAZA_EL_METN","MTEIN"
"ESPAÑA","LA_CORUÑA","OROSO","SIN_INFORMAR"
"ESPAÑA","LLEIDA","MONTFERRER_I_CASTELLBÒ","SIN_INFORMAR"
"ESPAÑA","LLEIDA","VALLFOGONA_DE_BALAGUER","SIN_INFORMAR"
"LIBANO","MONT-LIBAN","CAZA_EL_METN","BIKFAYA"
"ESPAÑA","MURCIA","CALASPARRA","SIN_INFORMAR"
"ESPAÑA","VALENCIA","LORIGUILLA","SIN_INFORMAR"
"ESPAÑA","SEVILLA","ARAHAL","SIN_INFORMAR"
"BRASIL","BAHIA","SANTO_ANTôNIO_DE_JESUS","SANTO_ANTôNIO_DE_JESUS"
"ARGENTINA","SAN_LUIS","CHACABUCO_","EL_TALA_"
"ARGENTINA","CATAMARCA","ANDALGALá","EL_LAMPAZO_"
"BRASIL","MINAS_GERAIS","POUSO_ALEGRE","POUSO_ALEGRE"
"ESPAÑA","ORENSE","CASTRELO_DE_MIÑO","SIN_INFORMAR"
"JAMAICA","SIN_INFORMAR","SIN_INFORMAR","SIN_INFORMAR"
" ","CORDOBA","GENERAL ROCA","DEL CAMPILLO"
"BELICE","BELIZE","SIN_INFORMAR","SIN_INFORMAR"
"ESPAÑA","TOLEDO","ALCOLEA_DE_TAJO","SIN_INFORMAR"
"BRASIL","DISTRITO_FEDERAL","DISTRITO_FEDERAL","RA_XIII_SANTA_MARIA"
"ESPAÑA","VALENCIA","BARXETA","SIN_INFORMAR"
"ARGENTINA","CIUDAD_DE_BUENOS_AIRES","CIUDAD_DE_BUENOS_AIRES","SIN_INFORMAR"
"ARGENTINA","SANTA_FE","IRIONDO","CAñADA_DE_GóMEZ"
"ARGENTINA","CHUBUT","FUTALEUFú","TREVELíN_"
"ARGENTINA","LA_RIOJA","CHILECITO","SIN_INFORMAR"
"ARGENTINA","ENTRE_RIOS","COLóN","VILLA_ELISA_"
"ARGENTINA","MENDOZA","LAS_HERAS","SIN_INFORMAR"
"ARGENTINA","NEUQUEN","CONFLUENCIA","SENILLOSA_"
"ARGENTINA","MENDOZA","LA_PAZ","VILLA_CABECERA"
"ARGENTINA","CHACO","GENERAL_GüEMES","MIRAFLORES_"
"ARGENTINA","MENDOZA","MALARGüE","SIN_INFORMAR"
"ARGENTINA","ENTRE_RIOS","SAN_JOSé_DE_FELICIANO","SIN_INFORMAR"
"ARGENTINA","SAN_LUIS","AYACUCHO_","CANDELARIA_"
"ARGENTINA","MENDOZA","GUAYMALLéN","KILóMETRO_8"
"ARGENTINA","ENTRE_RIOS","FEDERACIóN","SANTA_ANA_"
"ARGENTINA","CORDOBA","JUáREZ_CELMAN","CARNERILLO"
"ARGENTINA","CORDOBA","COLóN","ESTACIóN_GENERAL_PAZ"
"ARGENTINA","ENTRE_RIOS","FEDERACIóN","GUALEGUAYCITO_"
"ARGENTINA","SANTA_FE","SAN_LORENZO","LUIS_PALACIOS"
"ARGENTINA","SAN_JUAN","SARMIENTO","CAñADA_HONDA_"
"ARGENTINA","JUJUY","VALLE_GRANDE","CASPALá_"
"ARGENTINA","BUENOS_AIRES","LINCOLN","EL_TRIUNFO"
"ARGENTINA","BUENOS_AIRES","CHASCOMúS","SIN_INFORMAR"
"ARGENTINA","BUENOS_AIRES","NECOCHEA","JUAN_NEPOMUCENO_FERNáNDEZ"
"ARGENTINA","SALTA","MOLINOS","LA_PUERTA_"
"CANADA","SIN_INFORMAR","SIN_INFORMAR","SIN_INFORMAR"
"ARGENTINA","LA_PAMPA","LIHUEL_CALEL","CUCHILLO-CO_"
"ARGENTINA","BUENOS_AIRES","SALADILLO","LA_RAZóN"
"ARGENTINA","CORDOBA","CALAMUCHITA","AMBOY"
"ARGENTINA","ENTRE_RIOS","PARANá","COLONIA_NUEVA"
"ARGENTINA","CATAMARCA","EL_ALTO","OYOLA_"
"ARGENTINA","BUENOS_AIRES","GENERAL_PUEYRREDóN","SANTA_ANGELA"
"ARGENTINA","CORRIENTES","GOYA","EL_TRáNSITO"
"ARGENTINA","BUENOS_AIRES","BAHíA_BLANCA","VILLA_BORDEAU"
"ESPAÑA","BADAJOZ","ALMENDRALEJO","SIN_INFORMAR"
"ESPAÑA","MADRID","PERALES_DE_TAJUÑA","SIN_INFORMAR"
"REINO_UNIDO","SOUTH_YORKSHIRE","SIN_INFORMAR","SIN_INFORMAR"
"ESPAÑA","TARRAGONA","MONT_ROIG_DEL_CAMP","SIN_INFORMAR"
"MEXICO","DISTRITO_FEDERAL","IZTAPALAPA","SIN_INFORMAR"
"ARGENTINA","ENTRE_RIOS","PARANá","VILLA_GOBERNADOR_ETCHEVEHERE_"
"BRASIL","SANTA_CATARINA","ITAJAí","PORTO_BELO"
"ESPAÑA","CADIZ","ALGECIRAS","SIN_INFORMAR"
"ARGENTINA","BUENOS_AIRES","HIPóLITO_YRIGOYEN","HERRERA_VEGAS"
"COSTA_RICA","ALAJUELA","SIN_INFORMAR","SIN_INFORMAR"
"ARGENTINA","CATAMARCA","ANTOFAGASTA_DE_LA_SIERRA","PAYCUQUI"
"ARGENTINA","JUJUY","DR_MANUEL_BELGRANO","LA_ALMONA"
"ARGENTINA","JUJUY","HUMAHUACA","PUCARA"
"MEXICO","MICHOACAN_DE_OCAMPO","ZITáCUARO","SIN_INFORMAR"
"ARGENTINA","BUENOS_AIRES","AYACUCHO","PARAJE_FAIR"
"ARGENTINA","JUJUY","SANTA_CATALINA","HORNILLOS_"
"BRASIL","PARAIBA","SIN_INFORMAR","SIN_INFORMAR"
"ESPAÑA","ASTURIAS","PRAVIA","SIN_INFORMAR"
"ESPAÑA","CANTABRIA","CORRALES_DE_BUELNA__LOS","SIN_INFORMAR"
"VIRGIN_ISLANDS_BRITISH","SIN_INFORMAR","SIN_INFORMAR","SIN_INFORMAR"
"MACEDONIA","GEVGELIJA","SIN_INFORMAR","SIN_INFORMAR"
"ARGENTINA","SALTA","ORáN","CHAGUARAL_"
"ARGENTINA","CATAMARCA","EL_ALTO","TABIGASTA_"
"ESPAÑA","GIRONA","SALT","SIN_INFORMAR"
"ESPAÑA","GIRONA","MASSANES","SIN_INFORMAR"
"ARGENTINA","BUENOS_AIRES","DOLORES","SOL_DE_MAYO"
"ARGENTINA","SAN_JUAN","ULLUM","LA_TOMA_"
"ARGENTINA","JUJUY","LEDESMA","SAN_BORJA_"
"REINO_UNIDO","ANTRIM","SIN_INFORMAR","SIN_INFORMAR"
"ARGENTINA","JUJUY","SUSQUES","MINA_PROVIDENCIA_"
"ESPAÑA","HUESCA","TOLVA","SIN_INFORMAR"
"ESPAÑA","GIRONA","AVINYONET_DE_PUIGVENTOS","SIN_INFORMAR"
"ESPAÑA","TARRAGONA","ROCAFORT_DE_QUERALT","SIN_INFORMAR"
"MEXICO","SINALOA","MAZATLáN","SIN_INFORMAR"
"ESPAÑA","CACERES","MALPARTIDA_DE_PLASENCIA","SIN_INFORMAR"
"CHILE","VALPARAISO","QUILLOTA","HIJUELAS"
"ESPAÑA","GIRONA","QUART","SIN_INFORMAR"
"ESPAÑA","LAS_PALMAS","SANTA_CRUZ_DE_TENERIFE","SIN_INFORMAR"
"ESTADOS_UNIDOS","SANTA_FE","ROSARIO","ROSARIO"
"TAILANDIA","PRACHUAP_KHIRI_KHAN","SIN_INFORMAR","SIN_INFORMAR"
"ARGENTINA","BUENOS_AIRES","ESCOBAR","MAQUINISTA_F._SAVIO_ESTE"
"ARGENTINA","CHACO","GENERAL_GüEMES","EL_SAUZALITO_"
"ARGENTINA","BUENOS_AIRES","CAMPANA","CAMPANA"
"ARGENTINA","BUENOS_AIRES","LA_PLATA","LISANDRO_OLMOS"
"ARGENTINA","BUENOS_AIRES","MAR_CHIQUITA","LA_CALETA"
"ARGENTINA","SAN_LUIS","DUPUY","UNIóN_"
"ARGENTINA","CORDOBA","PUNILLA","VILLA_ICHO_CRUZ"
"ARGENTINA","SANTIAGO_DEL_ESTERO","CHOYA","VILLA_LA_PUNTA"
"ARGENTINA","CATAMARCA","CAPAYáN_","MIRAFLORES_"
"ARGENTINA","MENDOZA","SAN_CARLOS","PAREDITAS"
"ARGENTINA","CHACO","LIBERTADOR_GENERAL_SAN_MARTíN","SIN_INFORMAR"
"ARGENTINA","SANTIAGO_DEL_ESTERO","COPO","PAMPA_DE_LOS_GUANACOS"
"ARGENTINA","MENDOZA","RIVADAVIA_","SIN_INFORMAR"
"ARGENTINA","CORDOBA","SAN_JUSTO","LA_FRANCIA"
"ARGENTINA","SAN_LUIS","SAN_LUIS_CAPITAL","EL_VOLCáN_"
"ARGENTINA","SANTA_FE","GENERAL_OBLIGADO","SAN_MANUEL"
"ESPAÑA","TOLEDO","AÑOVER_DE_TAJO","SIN_INFORMAR"
"ARGENTINA","CORDOBA","SAN_JUSTO","COLONIA_ANITA"
"ALEMANIA","NORDRHEIN-WESTFALEN","SIN_INFORMAR","SIN_INFORMAR"
"ARGENTINA","CORDOBA","RíO_SECO","SANTA_ELENA"
"CHILE","VALPARAISO","MARGA_MARGA","VILLA_ALEMANA"
"MEXICO","MEXICO","CUAUTITLáN_IZCALLI","SIN_INFORMAR"
"ARGENTINA","CATAMARCA","SANTA_MARíA","LA_HOYADA_"
"ARGENTINA","SANTIAGO_DEL_ESTERO","ATAMISQUI","TASIGASTA"
"ARGENTINA","SANTIAGO_DEL_ESTERO","LORETO_","BELTRáN"
"NICARAGUA","MANAGUA","SIN_INFORMAR","SIN_INFORMAR"
"ESPAÑA","MURCIA","SIN_INFORMAR","SIN_INFORMAR"
"MEXICO","PUEBLA","SAN_PEDRO_CHOLULA","SIN_INFORMAR"
"ARGENTINA","RIO_NEGRO","GENERAL_ROCA","GENERAL_MOSCONI"
